WP5,wgt,PROJWT,FIELD_DATE,YEAR_CALENDAR,Q1,Q2,Q3,Q4,Q5A,Q5B,Q5C,Q6,Q7,Q8,Q9,Q10A,Q10B,Q11A,Q11B,Q11C,Q11D,Q11E,Q11F,Q11G,Q12,Q13,Q14A,Q14B,Q15A,Q15B,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,D1,Q29,Q30,WGM_Index,WGM_Indexr,ViewOfScience,Age,AgeCategories,Gender,Education,Urban_Rural,Household_Income,Regions_Report,Subjective_Income,WBI,EMP_2010
12,1.3234739675,71518.434003171,5/1/2018,2018,2,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,3,2,2,3,2,2,2,2,2,3,2,1,1,1,3,2,2,1,1,3,1,2, ,2, , ,3.2,2,2,30,2,1,1,2,5,15,2,4,1
12,1.3659955358,73816.2321081645,5/1/2018,2018,2,1,1,2,1,1,2,2,1,1,1,1,1,2,3,1,3,1,1,3,1,1,1,1,1,1,2,2,1,2,3,3,1,1,1,2,2,2, ,2, , ,4,3,3,28,1,2,1,1,4,15,2,4,2
12,0.6838758226,36955.5647372379,5/1/2018,2018,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,1,2,1,2,2,1,1,1,2,1,2,1,1,1,2,3,2,2,1,1,2,2,1,1,2, , ,3.8,3,1,40,2,1,2,2,3,15,1,4,6
12,0.6289479548,33987.3498833637,5/1/2018,2018,2,2,1,2,1,1,1,2,2,1,1,1,1,1,3,1,2,1,2,4,2,1,2,1,2,3,1,1,1,1,3,2,1,1,1,2,2,2, ,1,1,1,3.6,3,1,59,3,2,3,1,5,15,1,4,5
12,0.3057421575,16521.8212417729,5/1/2018,2018,4,1,1,2,1,1,2,2,1,2,2,98,1,2,4,1,4,1,1,4,2,1,1,2,3,2,1,1,1,2,3,1,1,1,3,1,1,1,1,1,98, ,3.4,2,1,33,2,2,3,2,5,15,2,4,2
12,0.3772074596,20383.692818768,5/1/2018,2018,3,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,4,1,1,2,1,1,1,1,1,1,1,1,1,98,3,1,1,1,1,3,1,2, ,1,1,1,4,3,1,54,3,2,3,2,2,15,2,4,5
12,1.3234739675,71518.434003171,5/1/2018,2018,4,2,1,2,1,1,2,2,2,2,2,1,2,1,3,2,4,2,2,3,98,2,2,2,3,3,2,98,2,2,1,3,3,1,1,99,1,1,1,2, , ,2.8,2,99,34,2,1,1,2,1,15,3,4,5
12,1.7190299949,92893.6543198205,5/1/2018,2018,4,1,1,2,1,1,2,2,1,2,2,1,1,2,3,1,3,1,1,98,1,2,2,4,3,4,1,2,2,1,3,2,1,1,1,2,1,2, ,1,1,1,2.6,2,3,19,1,1,2,1,4,15,2,4,1
12,0.4198191553,22686.3612637869,5/1/2018,2018,2,3,1,2,1,1,2,2,1,2,1,1,1,2,1,2,2,1,2,3,1,2,2,1,2,1,2,1,1,2,3,2,1,1,1,2,3,2, ,1,1,1,3.2,2,2,79,3,1,3,2,5,15,1,4,6
12,0.8600126273,46473.7182864005,5/1/2018,2018,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,4,2,1,2,1,1,1,2,2,2,1,1,1,1,1,4,3,1,1,2,2,2, ,2, , ,3.6,3,1,19,1,2,2,1,1,15,1,4,2
12,1.3620597517,73603.5485744169,5/1/2018,2018,2,2,1,2,1,1,2,1,1,2,2,2,2,1,4,4,4,3,3,1,2,2,3,3,4,4,2,2,2,2,5,4,3,1,1,1,1,1,1,2, , ,1.8,1,3,59,3,2,2,1,3,15,1,4,6
12,0.9419950314,50903.9173721297,5/1/2018,2018,2,1,1,2,1,1,2,2,1,1,1,2,1,1,4,1,4,1,1,2,1,1,2,2,2,2,2,2,1,2,3,2,1,1,1,1,1,1,1,2, , ,3.4,2,3,56,3,1,3,1,1,15,2,4,4
12,1.4540062535,78572.1916935869,5/1/2018,2018,4,3,2,2,2,2,2,2,2,1,1,1,2,3,3,3,2,1,3,3,3,1,1,98,4,3,3,2,2,2,97,3,3,98, , , ,1, ,1,98, ,2.75,2,4,42,2,1,1,2,5,15,1,4,6
12,0.6714053905,36281.6823633535,5/1/2018,2018,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,4,1,2,4,1,1,1,1,1,2,1,1,1,2,3,2,2,1,1,1,4,1,1,1,1,1,3.8,3,1,38,2,1,3,2,4,15,1,4,2
12,1.4108789493,76241.6605840313,5/1/2018,2018,2,1,1,2,2,1,97,2,2,2,2,1,1,2,4,1,4,1,1,1,1,1,1,1,2,2,1,1,1,2,3,3,1,1,1,3,2,2, ,1,1,1,3.8,3,1,43,2,1,2,2,1,15,3,4,6
12,0.6289479548,33987.3498833637,5/1/2018,2018,3,1,1,2,1,1,1,1,1,1,1,2,1,3,1,2,1,1,3,1,2,2,1,98,3,3,1,1,1,2,5,1,1,1,5,5,5,1,1,1,2, ,3,2,1,62,3,2,3,1,1,15,2,4,3
12,1.6328276655,88235.4171653984,5/1/2018,2018,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,98,2,2,4,2,1,2,1,2,1,1,1,1,1,3,2,2,1,1,2,1,2, ,1,1,1,3.4,2,1,52,3,1, ,1,1,15,2,4,1
12,0.8600126273,46473.7182864005,5/1/2018,2018,2,2,1,2,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,4,1,1,1,2,2,1,2,1,1,2,3,2,1,1,1,2,1,2, ,1,98, ,3.4,2,2,19,1,2,2,1,4,15,1,4,6
12,1.6328276655,88235.4171653984,5/1/2018,2018,3,3,1,2,1,1,1,1,2,1,2,2,1,1,2,2,3,3,2,3,3,3,3,3,3,3,2,1,1,1,97,3,2,1,3,3,3,1,1,1,1,97,2.2,1,2,49,2,1,2,2,5,15,1,4,2
12,1.7644005162,95345.4053226259,5/1/2018,2018,2,2,1,1,1,1,97,2,2,1,1,1,1,2,2,1,3,1,2,4,2,2,2,2,2,2,2,1,1,1,3,1,1,1,1,1,1,2, ,1,1,97,3.2,2,2,68,3,1,2,1,3,15,1,4,6
12,0.6307653519,34085.5591384324,5/1/2018,2018,3,2,1,2,1,1,2,2,2,2,2,1,1,3,4,2,3,1,1,2,2,2,2,3,2,2,2,1,1,1,3,3,1,1,2,2,1,2, ,2, , ,2.8,2,2,30,2,2,3,2,2,15,3,4,3
12,0.6621201069,35779.9203668395,5/1/2018,2018,3,2,1,2,1,1,2,2,2,1,2,2,1,1,2,1,2,2,4,4,1,1,2,3,2,3,1,1,1,2,3,2,2,1,1,2,2,1,1,1,1,1,3.2,2,1,31,2,2,2,1,1,15,1,4,3
12,0.7914579514,42769.1323378132,5/1/2018,2018,3,2,1,2,1,1,2,2,1,2,2,1,1,98,2,2,3,2,2,4,2,2,1,3,2,3,2,1,1,3,3,2,2,1,1,1,2,1,1,1,1,1,3,2,2,54,3,1,2,1,1,15,2,4,1
12,0.6838758226,36955.5647372379,5/1/2018,2018,1,1,1,1,2,1,2,2,2,2,1,1,1,2,1,2,2,1,2,3,2,1,2,1,2,1,1,1,1,2,3,2,1,1,2,2,1,1,1,1,1,97,3.4,2,1,42,2,1,2,2,1,15,2,4,1
12,1.7190299949,92893.6543198205,5/1/2018,2018,2,2,1,2,1,2,2,1,2,1,1,1,2,2,3,2,1,3,2,4,2,1,2,2,3,3,2,1,1,3,3,3,2,1,2,2,2,2, ,2, , ,3,2,2,23,1,1,1,2,1,15,3,4,6
12,0.7270031267,39286.0958467934,5/1/2018,2018,2,2,1,2,1,1,1,1,1,1,1,1,1,2,4,1,3,1,1,4,1,1,1,2,2,2,1,1,1,3,3,1,1,1,1,1,1,2, ,99, , ,3.6,3,1,38,2,1,2,2,5,15,1,4,1
12,2.956532057,159766.302912393,5/1/2018,2018,2,1,1,2,2,1,2,2,1,1,2,98,1,1,3,2,4,1,4,2,1,2,2,2,2,2,2,2,2,2,3,3,1,1,1,2,2,2, ,1,98, ,3,2,3,50,3,1,1,2,1,15,3,4,1
12,0.6714053905,36281.6823633535,5/1/2018,2018,2,1,1,2,2,1,1,2,1,1,1,1,1,1,3,2,3,1,2,98,2,2,1,2,2,3,1,1,98,1,3,1,1,1,2,1,1,2, ,1,1,1,3.2,2,1,43,2,1,3,1,5,15,1,4,1
12,0.8600126273,46473.7182864005,5/1/2018,2018,3,1,1,1,1,1,2,2,2,2,2,1,1,2,4,1,3,1,1,2,1,1,2,2,2,2,1,1,1,3,3,1,1,1,1,2,1,1,1,1,2, ,3.4,2,1,22,1,2,2,1,4,15,2,4,1
12,0.7058479,38142.9009507017,5/1/2018,2018,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,3,2,3,3,1,2,2,2,2,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,98, ,3,2,2,40,2,2,2,1,3,15,1,4,2
12,1.8210885046,98408.7343051991,5/1/2018,2018,3,1,1,2,1,1,1,2,1,1,1,1,1,2,4,1,2,1,2,98,3,1,2,2,2,2,2,1,1,1,3,2,1,1,1,1,1,2, ,1,2, ,3.4,2,2,68,3,2,2,2,4,15,2,4,6
12,0.3057421575,16521.8212417729,5/1/2018,2018,3,1,1,2,2,1,2,2,2,1,1,1,2,2,4,2,4,2,2,4,1,1,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,2, ,1,1,2,3.2,2,2,33,2,2,3,2,2,15,3,4,1
12,2.6393213979,142624.742032489,5/1/2018,2018,2,2,1,2,1,1,1,1,1,1,1,2,1,2,4,3,3,2,3,4,2,2,2,2,2,2,2,2,1,1,3,2,1,1,2,2,2,1,1,2, , ,2.8,2,3,59,3,1,2,2,2,15,2,4,2
12,0.8396383106,45372.7225275738,5/1/2018,2018,2,2,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1,3,3,1,1,1,1,1,2,1,1,1,1,3,99,1,1,1,1,1,1,1,2, , ,4,3,1,67,3,1,3,2,3,15,2,4,6
12,0.6714053905,36281.6823633535,5/1/2018,2018,3,3,1,2,1,1,97,2,1,1,1,1,1,2,3,2,3,2,98,4,2,2,2,2,2,2,2,1,1,1,3,1,1,1,1,1,1,1,1,2, , ,3,2,2,36,2,1,3,1,1,15,3,4,3
12,1.0071080857,54422.5235450303,5/1/2018,2018,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,2,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,2, , ,3.6,3,1,37,2,1,3,1,3,15,2,4,1
12,0.8396383106,45372.7225275738,5/1/2018,2018,2,2,2,2,98,1,2,2,1,2,1,2,1,1,2,2,3,1,2,2,1,1,1,1,1,1,1,1,2,2,3,1,1,1,1,4,1,1,1,2, , ,3.8,3,1,75,3,1,3,2,2,15,2,4,3
12,2.0172672348,109009.921716158,5/1/2018,2018,2,1,1,2,98,1,1,2,1,2,2,98,1,1,3,1,1,4,3,4,1,1,1,2,1,3,1,1,1,98,3,1,1,1,1,2,1,1,1,2, , ,3.8,3,1,42,2,2,3,2,3,15,1,4,1
12,0.8019906349,43338.3018489122,5/1/2018,2018,2,2,1,2,1,2,2,1,1,1,1,1,1,1,3,1,1,4,2,3,2,1,2,2,2,2,2,1,1,3,3,2,1,1,1,2,1,1,1,1,2, ,3.4,2,2,51,3,2,3,1,4,15,2,4,2
12,1.5007216613,81096.618237528,5/1/2018,2018,1,2,1,2,1,1,97,2,2,2,2,1,1,1,1,1,2,1,1,4,2,1,2,2,2,2,1,1,1,98,3,1,1,1,1,1,1,1,1,1,1,1,3.4,2,1,40,2,2,1,2,1,15,2,4,6
12,1.4036947659,75853.4387055126,5/1/2018,2018,3,2,1,2,1,1,97,2,2,2,2,1,1,1,4,2,2,1,3,98,3,2,2,2,2,2,2,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,3,2,2,60,3,2,1,1,2,15,3,4,4
12,0.7058479,38142.9009507017,5/1/2018,2018,2,1,1,2,1,1,2,2,1,2,1,1,1,1,3,2,3,1,2,3,2,2,2,2,2,2,1,1,1,1,3,1,1,1,1,2,2,1,1,1,1,1,3,2,1,41,2,2,2,2,3,15,2,4,1
12,1.3234739675,71518.434003171,5/1/2018,2018,2,3,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2, ,1,2, ,4,3,1,25,1,1,2,2,1,15,1,4,6
12,1.3659955358,73816.2321081645,5/1/2018,2018,3,2,1,2,1,1,2,2,2,2,1,2,1,4,1,1,3,1,1,1,1,1,2,2,2,2,2,2,2,2,3,4,4,1,2,2,2,2, ,2, , ,3.4,2,3,28,1,2,2,2,5,15,3,4,6
12,1.4562087307,78691.2100694657,5/1/2018,2018,3,2,1,2,1,1,2,1,2,1,1,1,2,2,2,2,3,2,3,3,2,2,2,3,3,3,2,1,1,2,3,2,1,1,2,3,3,1,1,1,1,97,2.6,2,2,43,2,2,1,2,3,15,2,4,1
12,1.3196606989,71312.3710162443,5/1/2018,2018,2,2,1,2,1,1,2,2,2,1,2,1,2,2,3,2,3,3,2,98,3,2,4,3,4,3,2,2,2,3,3,2,4,1,3,3,3,2, ,99, , ,2,1,3,58,3,1,2,1,4,15,2,4,2
12,0.3949146291,21340.5601718673,5/1/2018,2018,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,3,1,2,3,1,1,1,2,2,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,98, ,3.6,3,1,67,3,1,3,2,5,15,1,4,6
12,0.6307653519,34085.5591384324,5/1/2018,2018,1,1,1,1,1,1,97,2,2,1,2,98,1,1,3,1,98,1,98,4,1,2,2,2,2,1,1,1,1,98,3,2,1,1,1,3,1,2, ,2, , ,3.2,2,1,32,2,2,3,1,4,15,3,4,2
12,0.6602123687,35676.8292216606,5/1/2018,2018,3,3,1,1,1,1,1,2,1,2,2,1,1,2,98,3,3,1,1,3,98,1,1,1,98,98,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3.5,2,1,56,3,2,1,1,2,15,2,4,1
12,1.6852883824,91070.3110942415,5/1/2018,2018,2,3,1,1,2,2,1,2,1,2,1,1,1,4,98,2,2,1,2,3,3,2,1,1,2,2,3,1,1,1,3,3,3,1,1,3,1,1,1,1,2, ,3.4,2,2,45,2,2,2,2,1,15,2,4,6
12,2.8151324482,152125.292332054,5/1/2018,2018,2,2,1,2,1,1,1,2,1,1,1,2,1,1,2,2,3,1,2,2,2,2,2,2,2,2,2,1,1,2,3,2,1,1,1,3,1,1,1,1,2, ,3,2,2,100, ,2,2,1,4,15,1,4,3
12,0.6396608628,34566.2584401883,5/1/2018,2018,4,98,98,98,2,1,2,2,2,1,2,1,1,1,4,2,2,1,2,2,1,2,2,4,2,3,2,1,1,2,3,1,1,1,1,2,1,1,1,1,2, ,2.6,2,2,58,3,1,2,2,5,15,1,4,2
12,0.3139983438,16967.9724573766,5/1/2018,2018,1,2,1,2,1,1,1,1,2,1,1,1,2,2,4,2,4,3,1,3,2,2,2,3,2,3,3,2,98,3,3,2,2,1,1,3,3,1,1,1,1,97,2.8,2,4,58,3,1,3,1,2,15,3,4,1
12,0.7937833845,42894.7950535276,5/1/2018,2018,3,2,1,2,1,1,2,1,1,1,1,98,1,1,3,1,4,1,2,3,2,2,1,1,2,1,2,2,1,1,3,3,1,1,1,1,1,2, ,1,2, ,3.6,3,3,23,1,1,3,2,2,15,1,4,1
12,0.9091670782,49129.9468474666,5/1/2018,2018,2,2,1,1,1,1,2,2,2,1,1,1,1,1,3,2,2,1,2,4,2,2,2,2,2,2,2,1,1,1,3,1,1,1,1,1,1,2, ,2, , ,3,2,2,65,3,1,2,1,5,15,2,4,6
12,0.8192866548,44272.9513311624,5/1/2018,2018,2,2,1,2,1,1,1,1,1,1,1,1,1,1,3,2,2,1,3,3,2,2,2,2,2,2,2,1,1,1,3,2,2,1,1,2,1,2, ,2, , ,3,2,2,24,1,2,3,2,4,15,2,4,1
12,0.7539783916,40743.7963710802,5/1/2018,2018,2,1,1,2,1,1,2,2,2,2,1,1,1,2,3,1,2,2,1,98,1,1,1,2,1,2,1,1,1,3,3,2,1,1,1,3,2,2, ,99, , ,3.8,3,1,49,2,1,3,2,4,15,1,4,1
12,0.6621201069,35779.9203668395,5/1/2018,2018,3,2,1,1,1,1,1,1,2,1,1,1,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2, ,1,1,97,3,2,2,25,1,2,2,2,5,15,2,4,1
12,0.3654655086,19749.1764069428,5/1/2018,2018,3,2,1,2,1,1,1,2,2,2,2,2,2,1,2,2,3,3,3,4,2,2,2,2,2,2,2,1,1,3,1,2,2,1,1,1,1,2, ,1,1,1,3,2,2,52,3,1,3,1,5,15,1,4,1
12,0.6279966876,33935.9449147532,5/1/2018,2018,1,2,1,1,1,1,1,1,1,1,1,2,1,3,3,2,3,2,3,2,1,3,2,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2, ,1,1,97,2.6,2,2,59,3,1,3,2,5,15,1,4,6
12,0.3259340074,17612.9567838333,5/1/2018,2018,2,2,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,1,2,4,2,2,2,2,2,2,2,1,1,98,3,2,2,1,1,3,1,1,1,1,1,97,3,2,2,40,2,2,3,2,3,15,2,4,1
12,0.3772074596,20383.692818768,5/1/2018,2018,2,2,1,2,1,1,1,1,1,1,1,98,98,2,2,1,2,2,98,2,2,1,1,2,2,1,1,1,1,2,3,2,1,1,1,2,1,1,1,2, , ,3.6,3,1,51,3,2,3,1,5,15,1,4,1
12,0.3772074596,20383.692818768,5/1/2018,2018,2,2,1,2,1,1,2,2,2,1,1,1,98,2,3,3,3,2,2,4,2,4,3,99,3,99,3,2,1,2,1,3,2,1,4,4,4,2, ,1,2, ,1.75,1,4,51,3,2,3,2,5,15,1,4,1
12,0.6307653519,34085.5591384324,5/1/2018,2018,4,2,1,2,1,1,2,2,1,2,1,1,1,1,3,1,2,1,1,98,1,2,1,3,2,3,1,1,1,1,3,1,1,1,1,2,2,2, ,1,2, ,3.2,2,1,34,2,2,3,2,4,15,2,4,1
12,0.6111304912,33024.5224130525,5/1/2018,2018,2,2,1,1,1,1,1,2,2,1,2,1,1,3,2,2,3,2,2,4,2,2,1,1,1,2,1,1,1,3,3,2,2,1,1,1,1,1,1,1,1,2,3.6,3,1,30,2,1,3,2,2,15,2,4,1
12,0.3057421575,16521.8212416622,5/1/2018,2018,1,1,1,2,1,1,1,1,1,1,1,1,1,2,4,1,2,1,2,2,1,2,1,2,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,2, ,3.6,3,1,57,3,2,3,1,4,15,1,4,1
12,0.3057421575,16521.8212417729,5/1/2018,2018,3,3,1,2,1,1,1,2,1,1,1,1,1,1,3,1,2,1,2,4,2,2,2,2,2,3,1,1,1,3,3,2,1,1,3,3,3,2, ,2, , ,3.2,2,1,33,2,2,3,2,5,15,1,4,1
12,0.3057421575,16521.8212417729,5/1/2018,2018,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,1,2,1,2,1,1,1,98,1,1,3,1,2,1,1,1,1,1,1,1,2, ,3.6,3,99,31,2,2,3,2,3,15,2,4,3
12,0.4076027437,22026.2057596922,5/1/2018,2018,1,1,1,2,1,1,2,1,2,1,2,1,1,2,4,1,2,1,2,4,1,1,2,2,2,2,1,1,1,98,3,1,1,1,1,1,1,1,1,2, , ,3.4,2,1,66,3,2,3,2,1,15,1,4,6
12,0.4076027437,22026.2057596922,5/1/2018,2018,2,1,1,2,1,1,1,1,1,1,1,1,1,2,3,1,2,1,2,4,1,1,1,2,2,2,1,1,1,3,3,2,1,1,1,1,1,2, ,1,1,97,3.6,3,1,68,3,2,3,2,5,15,2,4,2
12,0.3772074596,20383.692818768,5/1/2018,2018,3,3,1,2,1,1,1,1,1,1,1,2,1,1,2,1,3,1,3,4,2,2,2,2,2,3,2,1,1,1,3,2,2,1,2,2,2,2, ,1,1,97,3.2,2,2,50,3,2,3,1,4,15,1,4,1
12,1.8210885046,98408.7343051991,5/1/2018,2018,3,2,1,2,1,1,2,2,2,1,1,2,1,1,2,2,2,1,2,3,2,2,1,1,2,2,2,1,1,1,3,2,1,1,2,1,1,1,1,99, , ,3.4,2,2,80,3,2, ,2,4,15,1,4,6
12,1.6328276655,88235.4171653984,5/1/2018,2018,2,2,1,2,1,1,97,2,2,1,1,2,1,1,2,2,1,1,3,2,1,2,2,1,2,2,2,1,1,3,3,1,1,1,3,3,3,1,1,2, , ,3.2,2,2,52,3,1,2,1,3,15,2,4,1
12,0.8600126273,46473.7182864005,5/1/2018,2018,3,3,1,98,1,1,97,1,2,2,1,1,1,2,3,1,2,1,2,3,1,2,1,2,2,2,1,1,1,2,3,2,1,1,1,1,2,2, ,1,1,2,3.4,2,1,24,1,2,2,2,3,15,3,4,1
12,2.7427429735,148213.479940412,5/1/2018,2018,2,1,1,2,1,1,2,1,1,1,1,1,1,1,3,2,2,1,2,2,1,1,2,1,4,2,1,1,1,1,3,1,1,1,3,3,3,2, ,1,1,2,3,2,1,24,1,2,2,1,2,15,2,4,6
12,0.3057421575,16521.8212416622,5/1/2018,2018,2,1,1,98,1,1,1,2,2,1,1,1,1,3,4,1,2,1,2,3,2,2,2,1,2,2,2,1,1,2,3,2,1,1,1,3,3,1,1,1,1,2,3.4,2,2,59,3,1,3,1,1,15,3,4,5
12,0.6838758226,36955.5647372379,5/1/2018,2018,2,1,1,2,1,1,2,2,1,1,2,1,98,1,2,3,2,3,4,2,1,1,3,3,4,3,3,99,2,2,5,3,98,1,4,5,2,1,1,1,1,2,2.2,1,99,41,2,1,2,2,2,15,2,4,1
12,0.8827110219,47700.3035278476,5/1/2018,2018,4,1,1,98,1,1,97,2,2,2,2,2,1,2,3,2,2,1,1,2,1,2,2,2,2,2,1,1,1,1,3,1,1,1,1,1,1,2, ,1,2, ,3,2,1,84,3,2,2,2,3,15,1,4,6
12,0.8396383106,45372.7225275738,5/1/2018,2018,1,1,1,2,1,1,2,2,1,1,1,1,1,1,3,1,3,1,2,2,2,2,1,1,2,2,1,1,1,1,3,2,1,1,2,1,2,1,1,1,99, ,3.6,3,1,68,3,1,3,2,2,15,2,4,6
12,0.7058479,38142.9009507017,5/1/2018,2018,2,1,1,2,1,2,2,2,1,1,1,1,1,1,2,1,4,1,2,3,2,2,1,2,1,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,97,3.6,3,2,35,2,2,2,1,4,15,2,4,1
12,0.3240867191,17513.1322543097,5/1/2018,2018,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,3,1,2,98,1,1,1,1,1,1,1,1,1,2,3,1,1,1,2,1,1,1,1,2, , ,4,3,1,58,3,2,3,2,5,15,1,4,1
12,2.956532057,159766.302912393,5/1/2018,2018,2,2,1,2,1,1,2,1,1,1,1,1,1,1,3,2,3,2,2,3,1,2,2,2,3,2,1,1,1,3,3,2,1,1,1,2,1,1,1,1,2, ,2.8,2,1,43,2,2,2,1,1,15,2,4,3
12,1.165538649,62983.8598924121,5/1/2018,2018,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,97,4,3,1,48,2,1,3,1,3,15,1,4,1
12,0.6481734381,35026.2645086193,5/1/2018,2018,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,4,1,1,2,1,2,1,1,1,1,2,3,2,1,1,1,1,1,1,1,2, , ,3.6,3,1,60,3,2,3,1,4,15,2,4,6
12,0.6724224116,36336.6405720526,5/1/2018,2018,2,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,3,1,2,2,1,1,1,1,2,1,1,1,1,2,3,1,1,1,1,1,1,2, ,1,1,1,3.8,3,1,41,2,2,3,1,5,15,2,4,6
12,0.3057421575,16521.8212417729,5/1/2018,2018,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,4,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,2, ,1,1,1,4,3,1,34,2,2,3,2,4,15,1,4,1
12,1.733229685,93660.9830502225,5/1/2018,2018,2,2,1,2,1,1,2,1,1,1,1,98,1,1,4,2,4,1,2,98,1,2,3,2,3,2,2,1,1,1,3,2,1,1,1,2,1,1,1,2, , ,2.6,2,2,68,3,2,3,2,3,15,1,4,6
12,0.3157881286,17064.6895861536,5/1/2018,2018,3,1,1,2,1,1,2,1,1,1,98,2,1,1,1,2,2,1,3,4,1,2,1,2,4,3,2,2,1,2,3,1,1,1,1,99,1,1,1,2, , ,2.8,2,3,43,2,1,3,1,2,15,2,4,5
12,2.6393213979,142624.742032489,5/1/2018,2018,2,1,1,2,1,1,1,2,2,1,2,1,1,1,4,1,4,1,1,2,1,1,1,1,2,2,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,3.8,3,1,57,3,1,2,2,4,15,1,4,1
12,1.3599996723,73492.225152112,5/1/2018,2018,2,1,1,2,1,1,1,2,1,2,2,2,98,2,3,3,2,1,2,4,2,3,2,3,4,4,2,2,2,2,3,2,2,1,3,4,4,1,1,1,1,1,2,1,3,63,3,1,2,1,5,15,1,4,6
12,0.6111304912,33024.5224130525,5/1/2018,2018,1,1,1,2,1,1,2,1,1,1,1,1,1,2,4,3,2,3,2,4,1,2,1,1,1,1,1,1,1,2,3,2,1,1,1,1,2,1,1,2, , ,3.4,2,1,31,2,1,3,1,3,15,2,4,1
12,1.4108789493,76241.6605840313,5/1/2018,2018,2,1,1,2,1,1,2,2,2,1,1,1,1,1,3,1,4,1,1,98,1,1,1,1,2,2,2,1,1,2,3,1,1,1,1,3,1,1,1,1,1,1,3.8,3,2,39,2,1,2,1,4,15,2,4,1
12,0.3772074596,20383.692818768,5/1/2018,2018,2,1,1,2,1,1,2,2,1,2,1,1,1,1,3,1,2,1,1,4,1,1,2,2,2,2,2,1,1,1,3,2,2,1,3,3,3,1,1,1,2, ,3.4,2,2,48,2,2,3,1,5,15,2,4,6
12,0.855233438,46215.4584751593,5/1/2018,2018,3,2,1,2,1,1,97,2,1,1,1,2,1,1,1,1,2,2,4,4,2,2,99,2,99,2,1,2,1,2,3,2,2,1,3,3,3,2, ,1,2, ,3.3333333333,2,3,68,3,1,1,1,3,15,3,4,6
12,0.6621201069,35779.9203668395,5/1/2018,2018,2,1,1,2,1,1,2,2,2,2,2,1,1,1,2,2,3,1,2,3,2,2,1,2,2,2,1,1,1,1,3,1,1,1,1,1,1,2, ,1,2, ,3.2,2,1,32,2,2,2,1,1,15,2,4,6
12,1.7190299949,92893.6543198205,5/1/2018,2018,2,1,1,2,1,1,1,2,1,2,1,1,1,3,3,4,2,2,2,4,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,3,3,2, ,2, , ,3.4,2,1,24,1,1,2,1,2,15,2,4,1
12,0.8332416133,45027.0551506553,5/1/2018,2018,4,2,1,2,2,2,2,2,2,1,2,98,98,2,2,2,4,2,4,4,3,3,3,3,3,4,3,1,1,2,3,3,3,1,1,2,2,2, ,2, , ,2.2,1,2,21,1,1,2,2,2,15,1,4,6
12,0.7058479,38142.9009507017,5/1/2018,2018,3,1,1,2,1,1,2,1,1,2,2,2,1,1,2,1,4,1,1,2,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,2,1,1,1,1,2, ,4,3,1,38,2,2,2,2,2,15,2,4,1
12,0.6415092157,34666.1404993536,5/1/2018,2018,3,1,1,2,1,1,1,1,1,2,2,2,1,4,4,2,4,1,1,4,1,2,4,2,4,4,1,1,2,1,3,2,1,1,5,5,5,1,2,2, , ,2.2,1,1,28,1,1,2,2,2,15,1,4,1
